player_name,team_name,position,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards
Melker Ellborg,Sunderland,G,0,0.0,2,13,20.3125,7,39,46,46.93877551,0,0.0,0,3,0,33,0,0,0,1,6,0,0,0,0,0,0.01864659,,0,0,0.0,0,0,2,2,0,0,0,0.6062,2,100.0,0,0,0,52,0,0,0,3,270,0,0,0,0,0,0.0,0,0,0,0,52,0,3,7.0,0,0,5,5,10,0,2,0.0,0.0,0,0,0,0,0,1,100.0,0,0,0.0,0,1,0,2,100.0,64,54,44,98,0,0,131,1,0
Nick Pope,Newcastle United,G,0,0.0,14,79,30.15267176,51,239,290,61.1814346,12,100.0,0,22,0,205,0,0,0,7,32,0,0,0,3,1,0.01719896,0.162,0,0,0.0,0,0,32,27,5,0,0,-2.8226,2,100.0,0,23,0,184,0,0,0,22,1967,0,0,0,0,0,0.0,2,0,0,0,193,0,10,6.886363636,0,0,45,21,67,0,20,0.0,0.0,0,1,0,0,1,0,0.0,1,1,100.0,0,0,0,14,100.0,262,206,268,474,1,1,774,2,1
Aaron Ramsdale,Newcastle United,G,0,0.0,10,44,29.13907285,33,181,214,66.04938272,4,80.0,1,10,0,70,0,0,0,1,9,0,0,1,0,1,0.01434059,,0,0,0.0,0,0,13,12,1,0,0,-1.6852,1,100.0,0,10,0,110,0,1,0,9,823,0,0,0,0,0,0.0,2,0,0,0,112,0,5,6.7,0,0,13,8,21,0,10,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,1,0,0,5,83.33333333,151,132,192,324,0,0,411,1,1
?or?e Petrovi?,Bournemouth,G,0,0.0,23,127,33.15926893,82,399,481,64.9122807,17,100.0,0,31,0,238,0,0,0,9,56,0,3,3,2,2,0.02000676,,0,0,0.0,0,0,48,41,7,0,0,-1.8528,2,40.0,0,25,0,260,0,0,0,31,2790,0,1,0,0,0,0.0,5,0,0,0,268,0,30,6.906451613,0,0,58,34,94,1,24,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,19,86.36363636,383,311,430,741,0,1,1090,2,2
Walter Benítez,Crystal Palace,G,0,0.0,2,5,35.71428571,4,14,18,66.66666667,0,0.0,0,1,0,9,0,0,0,1,1,0,0,0,0,0,0.00123253,,0,0,0.0,0,0,0,0,0,0,0,0.3586,0,0.0,0,1,0,9,0,0,0,1,90,0,0,0,0,0,0.0,1,0,0,0,9,0,1,7.1,0,0,2,1,3,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,14,10,17,27,0,0,36,0,0
Dean Henderson,Crystal Palace,G,0,0.0,51,134,25.37878788,105,387,492,55.46786922,14,87.5,2,29,0,235,0,0,0,10,40,0,0,3,0,2,0.11817455,,1,0,0.0,0,0,35,31,4,0,0,4.3971,3,75.0,0,19,0,395,2,1,0,29,2610,0,0,0,0,1,0.0,5,0,1,0,401,0,24,7.05862069,0,0,62,23,86,1,12,0.0,0.0,0,0,0,0,0,1,100.0,0,0,0.0,1,1,0,17,85.0,528,459,428,887,0,4,1160,5,3
Karl Darlow,Leeds United,G,0,0.0,39,121,33.24175824,88,246,334,57.38831615,4,100.0,0,15,0,142,0,0,0,3,19,0,0,0,0,1,0.05917699,,0,0,0.0,0,0,19,15,4,0,0,-2.8499,5,100.0,0,10,0,248,0,0,0,15,1350,0,0,0,0,0,0.0,2,0,0,0,250,0,8,6.906666667,0,0,24,12,36,0,6,0.0,0.0,0,0,0,0,0,1,100.0,0,0,0.0,0,1,0,9,100.0,364,307,275,582,0,1,734,5,1
Lucas Perri,Leeds United,G,0,0.0,23,93,26.4957265,67,232,299,53.58422939,5,71.42857143,2,16,0,100,0,0,0,3,16,0,0,3,0,0,0.02700163,,1,0,0.0,0,0,29,28,1,0,0,-2.1848,2,66.66666667,0,9,0,259,0,0,0,16,1440,0,0,0,0,1,0.0,4,0,0,0,274,0,6,6.5875,0,0,29,8,38,0,8,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,7,70.0,351,293,265,558,0,0,700,3,2
Stefan Ortega,Nottingham Forest,G,0,0.0,5,23,52.27272727,10,37,47,69.11764706,1,100.0,0,3,0,8,0,0,0,1,1,0,0,0,0,0,0.01525297,,0,0,0.0,0,0,4,4,0,0,0,1.0098,0,0.0,0,0,0,21,0,0,0,3,270,0,0,0,0,0,0.0,0,0,0,0,21,0,1,7.1,0,0,7,1,8,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,1,100.0,44,29,39,68,0,0,81,0,0
Matz Sels,Nottingham Forest,G,0,0.0,32,122,31.44329897,97,243,340,55.73770492,5,83.33333333,1,24,0,157,0,0,0,6,22,0,1,2,2,1,0.08625838,,0,0,0.0,0,0,31,24,7,0,0,-0.8342,5,83.33333333,0,12,0,270,0,1,0,23,2037,0,0,0,0,0,0.0,4,0,0,0,273,0,11,6.733333333,0,0,44,23,67,1,16,0.0,0.0,0,0,0,0,0,0,0.0,1,1,100.0,1,0,0,10,83.33333333,388,321,289,610,0,1,802,4,2
Angus Gunn,Nottingham Forest,G,0,0.0,1,6,31.57894737,6,0,6,31.57894737,0,0.0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0.00136763,,0,0,0.0,0,0,0,0,0,0,0,,0,0.0,0,1,0,13,0,0,0,0,45,0,0,0,0,0,0.0,0,0,0,0,13,0,1,6.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,19,18,1,19,0,0,21,0,0
John Victor,Nottingham Forest,G,0,0.0,7,30,38.96103896,24,59,83,63.84615385,0,0.0,0,5,0,26,0,0,0,1,4,0,0,0,1,0,0.00893422,,0,0,0.0,0,0,8,6,2,0,0,-2.9632,0,0.0,0,1,0,47,0,0,0,5,438,0,0,0,0,0,0.0,1,0,0,0,50,0,3,6.28,0,0,6,0,6,0,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,77,66,64,130,0,0,151,0,1
Guglielmo Vicario,Tottenham Hotspur,G,0,0.0,32,157,31.21272366,97,621,718,67.04014939,12,92.30769231,1,31,0,247,0,0,0,7,37,0,1,2,2,1,0.06331213,,0,0,0.0,0,0,50,39,11,0,0,-5.2214,4,80.0,0,21,0,353,0,1,0,31,2790,0,0,0,0,0,0.0,2,0,0,0,361,0,19,6.84516129,0,0,62,21,83,2,23,0.0,0.0,0,0,0,0,0,0,0.0,1,1,100.0,1,0,0,16,88.88888889,503,382,689,1071,0,1,1365,3,1
Mads Hermansen,West Ham United,G,0,0.0,16,50,27.02702703,38,195,233,62.97297297,7,100.0,0,11,0,105,0,0,0,4,15,0,0,0,2,0,0.02345949,,0,0,0.0,0,0,20,19,1,0,0,-3.0283,0,0.0,0,14,0,137,0,0,0,11,990,0,0,0,0,0,0.0,0,0,0,0,139,0,10,6.827272727,0,0,23,13,37,1,7,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,7,100.0,185,155,215,370,0,1,504,1,0
Alphonse Aréola,West Ham United,G,0,0.0,21,127,30.6763285,95,157,252,46.66666667,5,71.42857143,2,20,1,142,0,0,0,0,29,0,0,3,2,1,0.02511728,,1,0,0.0,0,1,37,34,3,0,0,-1.3957,1,50.0,0,15,0,288,1,1,0,20,1800,0,0,0,0,1,0.0,6,0,0,0,294,0,21,6.8,0,0,51,21,77,0,19,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,1,0,0,6,66.66666667,414,349,191,540,0,1,762,1,0
Martin Dúbravka,Burnley,G,0,0.0,62,224,33.53293413,179,404,583,56.54704171,22,84.61538462,4,31,0,248,0,0,0,4,54,0,1,5,2,0,0.06433318,,0,0,0.0,0,0,61,57,4,0,0,-3.0403,5,83.33333333,0,21,0,448,0,0,0,31,2790,0,0,0,0,0,0.0,7,0,0,0,455,0,40,6.938709677,0,0,74,35,111,2,27,0.0,0.0,0,0,0,0,0,0,0.0,1,1,100.0,0,0,0,27,84.375,668,584,447,1031,0,2,1364,6,1
Sam Johnstone,Wolverhampton,G,0,0.0,33,127,39.6875,99,146,245,55.93607306,3,75.0,1,12,0,108,0,0,0,0,24,0,0,1,1,0,0.04546227,,0,0,0.0,0,0,24,18,6,0,0,-5.2984,2,100.0,0,7,0,193,0,0,0,12,1080,0,1,0,0,0,0.0,1,0,0,0,195,0,14,6.883333333,0,0,26,13,39,0,15,0.0,0.0,0,0,0,0,0,0,0.0,2,1,50.0,0,0,0,5,83.33333333,320,270,168,438,0,0,576,0,0
José Sá,Wolverhampton,G,0,0.0,35,122,34.95702006,95,261,356,60.44142615,15,93.75,1,19,0,172,0,0,0,4,40,0,0,1,1,1,0.06968808,,0,0,0.0,0,0,30,27,3,0,0,-3.0353,4,100.0,0,23,0,233,0,1,0,19,1710,0,0,0,0,0,0.0,2,0,0,0,236,0,26,6.831578947,0,0,36,14,50,0,6,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,1,0,0,19,95.0,349,295,294,589,0,1,802,6,2
