player_name,team_name,position,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards
Amad Diallo,Manchester United,F,10,25.0,281,22,68.75,446,245,691,88.36317136,9,36.0,16,25,2,100,5,4,14,3,25,21,17,103,0,0,3.5401729,4.6861,17,0,4.651162791,2,4,27,25,2,1,1,,102,53.96825397,1,0,1,91,15,38,1,22,1919,11,0,0,0,0,0.0,0,0,0,1,229,9,0,6.96,0,0,0,0,0,0,0,959.5,0.0,0,32,11,12,17,36,52.17391304,33,21,63.63636364,38,69,40,111,51.86915888,32,514,268,782,43,0,1222,33,2
Benjamin eko,Manchester United,F,0,0.0,51,4,80.0,111,67,178,69.26070039,54,50.46728972,53,26,1,30,0,11,8,1,14,24,2,109,0,0,0.22880222,7.1679,15,0,16.98113208,9,10,26,23,3,9,0,,15,21.12676056,1,0,3,79,3,8,1,13,1332,5,0,0,0,0,0.0,0,0,0,0,158,4,0,6.723076923,0,7,0,0,0,0,0,148.0,0.0,0,48,5,17,28,6,25.0,5,3,60.0,8,24,2,69,38.76404494,5,176,81,257,53,1,470,4,2
Joshua Zirkzee,Manchester United,F,2,40.0,40,2,40.0,91,65,156,75.36231884,17,40.47619048,25,18,1,16,2,4,5,0,8,10,1,47,0,0,0.32748187,2.3854,8,0,9.523809524,2,3,8,7,1,1,1,,17,43.58974359,0,0,0,51,1,10,2,4,550,1,0,0,0,0,0.0,0,0,0,0,99,2,0,6.533333333,0,0,0,0,0,0,0,275.0,0.0,0,18,3,9,7,5,62.5,8,5,62.5,10,8,5,34,41.97530864,5,128,79,207,21,0,331,4,1
Ollie Watkins,Aston Villa,F,2,33.33333333,134,3,50.0,203,81,284,72.08121827,33,38.37209302,53,30,1,42,1,15,19,3,12,34,3,143,0,0,1.16067732,10.3301,28,0,14.51612903,9,10,30,26,4,8,1,,68,43.03797468,2,0,2,110,6,16,2,27,2305,18,0,0,0,0,0.0,0,0,0,0,236,13,0,6.736666667,0,5,0,0,0,0,0,256.1111111,0.0,0,53,9,16,27,21,43.75,19,12,63.15789474,16,48,6,101,41.39344262,6,288,106,394,62,2,734,28,3
Donyell Malen,Aston Villa,F,2,28.57142857,40,1,20.0,58,15,73,77.65957447,3,30.0,7,21,1,10,0,5,6,0,2,13,2,36,0,0,0.34406701,4.0372,2,0,14.81481481,4,5,10,8,2,4,0,,18,38.29787234,0,0,1,21,0,7,0,5,680,1,0,0,0,0,0.0,0,0,0,0,65,1,0,6.647619048,0,4,0,0,0,0,0,170.0,0.0,0,22,5,12,9,8,40.0,4,3,75.0,7,20,7,21,36.84210526,5,74,20,94,27,1,206,6,0
Tammy Abraham,Aston Villa,F,0,0.0,9,0,0.0,14,6,20,60.60606061,4,50.0,4,8,0,4,1,2,3,0,2,1,1,7,0,0,0.36209376,1.2553,1,0,14.28571429,1,1,4,4,0,1,0,,3,50.0,0,0,1,13,0,4,0,1,206,0,0,0,0,0,0.0,0,0,0,0,17,1,0,6.5625,0,1,0,0,0,0,0,206.0,0.0,0,6,1,2,2,0,0.0,3,1,33.33333333,4,0,0,7,50.0,1,23,10,33,7,0,54,0,0
Rio Ngumoha,Liverpool,F,3,25.0,62,1,50.0,78,10,88,84.61538462,0,0.0,3,13,0,7,2,0,1,0,1,4,1,17,0,0,1.32036735,0.8073,2,0,16.66666667,1,1,5,4,1,1,0,,27,65.85365854,0,0,1,16,1,9,0,1,250,0,0,0,0,0,0.0,0,0,0,0,50,2,0,6.953846154,0,1,0,0,0,0,0,250.0,0.0,0,5,1,1,4,20,74.07407407,2,1,50.0,9,27,12,27,61.36363636,2,89,15,104,6,1,185,5,0
Hugo Ekitiké,Liverpool,F,1,12.5,162,3,60.0,241,66,307,76.75,31,37.80487805,51,28,4,42,3,11,17,2,27,26,3,147,0,0,2.67287125,9.9003,35,0,16.92307692,11,15,25,23,2,11,0,,61,38.85350318,2,0,1,93,3,21,1,21,1810,10,0,0,0,0,0.0,0,0,0,0,216,14,0,6.921428571,0,8,0,0,0,0,0,164.5454545,0.0,0,50,15,29,19,38,52.77777778,11,7,63.63636364,21,72,8,92,38.49372385,5,321,79,400,65,5,745,12,0
Federico Chiesa,Liverpool,F,0,0.0,40,1,25.0,58,17,75,71.42857143,3,37.5,5,23,1,8,2,1,6,0,7,3,4,30,0,0,0.60506798,1.4286,9,0,12.5,2,3,7,5,2,2,0,,15,37.5,0,0,0,30,4,3,0,1,354,2,0,0,0,0,0.0,0,0,0,0,73,0,0,6.6,0,2,0,0,0,0,0,177.0,0.0,0,12,4,6,4,2,18.18181818,8,6,75.0,3,11,14,18,37.5,4,83,22,105,16,0,205,5,3
Alexander Isak,Liverpool,F,0,0.0,25,1,33.33333333,36,8,44,66.66666667,5,27.77777778,13,10,1,11,1,5,2,0,6,4,1,27,0,0,0.0889389,2.047,5,0,13.33333333,2,3,7,5,2,2,0,,7,33.33333333,0,0,0,22,0,2,1,6,519,0,0,0,0,0,0.0,0,0,0,0,49,3,0,6.56,0,1,0,0,0,0,0,259.5,0.0,0,13,2,9,4,1,16.66666667,6,5,83.33333333,2,6,2,12,30.76923077,3,54,12,66,15,0,134,0,0
João Pedro,Chelsea,F,1,7.142857143,173,11,52.38095238,310,163,473,76.66126418,65,48.14814815,70,31,5,65,6,11,18,3,26,48,4,182,0,0,1.91265602,13.538,32,0,22.22222222,14,19,27,25,2,14,0,,97,46.41148325,3,0,0,144,5,28,5,27,2323,14,0,0,0,0,0.0,0,0,0,3,332,14,0,7.1,0,6,0,0,0,0,0,165.9285714,0.0,0,55,8,18,27,27,45.0,25,16,64.0,28,60,14,162,47.09302326,21,422,195,617,63,3,1088,46,4
Alejandro Garnacho,Chelsea,F,8,14.28571429,181,12,100.0,261,100,361,88.48039216,3,21.42857143,11,20,4,39,6,7,6,1,5,7,8,54,0,0,3.58825317,3.1113,8,0,3.571428571,1,5,16,15,1,1,0,,43,50.0,0,0,2,47,4,26,1,14,1132,1,0,0,0,0,0.0,0,0,0,0,165,9,0,6.835,0,0,0,0,0,0,0,1132.0,0.0,0,20,8,15,7,11,35.48387097,13,10,76.92307692,26,31,56,46,46.0,12,300,108,408,28,1,639,19,2
Liam Delap,Chelsea,F,0,0.0,49,1,50.0,80,23,103,69.59459459,22,45.83333333,26,22,0,19,0,4,8,0,9,15,5,65,0,1,0.19590058,3.9219,17,0,3.225806452,1,1,13,10,3,1,0,,26,40.0,0,0,1,45,1,2,1,9,815,2,0,0,0,0,0.0,0,0,0,1,100,4,0,6.518181818,0,0,0,0,0,0,0,815.0,0.0,0,26,5,12,11,7,77.77777778,4,3,75.0,2,9,6,48,42.47787611,2,119,29,148,31,0,292,15,2
Marc Guiu,Chelsea,F,0,0.0,10,0,0.0,16,4,20,66.66666667,5,35.71428571,9,9,1,3,1,3,1,0,4,1,2,24,0,0,0.29707022,1.4653,9,0,0.0,0,1,2,2,0,0,0,,3,16.66666667,0,0,1,10,0,3,0,1,258,0,0,0,0,0,0.0,0,0,0,0,23,0,0,6.288888889,0,0,0,0,0,0,0,0.0,0.0,0,10,2,9,2,1,25.0,0,0,0.0,3,4,0,8,25.0,0,24,6,30,12,0,67,2,1
Igor Thiago,Brentford,F,5,41.66666667,120,8,47.05882353,216,145,361,68.63117871,95,38.61788618,151,31,1,80,5,17,13,7,51,33,11,263,0,2,1.70313738,17.5142,59,0,26.76056338,19,20,40,38,2,19,0,,75,40.10695187,2,0,2,165,9,19,6,30,2654,20,0,0,7,0,85.71428571,0,6,0,0,318,15,0,6.983870968,0,11,0,0,0,0,0,139.6842105,0.0,0,67,4,21,37,26,57.77777778,29,18,62.06896552,19,45,12,170,39.26096998,17,346,180,526,71,6,998,21,6
Dango Ouattara,Brentford,F,11,14.86486486,94,11,36.66666667,160,64,224,61.03542234,45,52.94117647,40,25,3,71,10,9,11,0,43,23,14,143,0,0,3.33558038,5.3221,21,0,13.88888889,5,8,26,24,2,5,0,,66,39.05325444,0,0,0,143,20,20,5,19,1718,7,0,0,0,0,0.0,0,0,0,4,334,7,0,6.844,0,0,0,0,0,0,0,343.6,0.0,0,30,6,13,12,17,26.98412698,18,10,55.55555556,20,63,74,111,43.7007874,30,272,95,367,36,2,805,31,4
Fabio Carvalho,Brentford,F,1,20.0,5,2,100.0,10,10,20,80.0,1,25.0,3,6,0,5,0,0,0,0,0,1,0,6,0,0,0.03116271,0.6992,0,0,50.0,1,1,4,4,0,1,0,,4,57.14285714,0,0,0,5,0,0,0,1,128,0,0,0,0,0,0.0,0,0,0,0,14,1,0,6.66,0,1,0,0,0,0,0,128.0,0.0,0,1,1,1,1,1,33.33333333,3,2,66.66666667,0,3,5,5,45.45454545,2,15,10,25,2,0,45,0,0
Romelle Donovan,Brentford,F,0,0.0,7,1,50.0,8,1,9,56.25,0,0.0,1,4,0,5,0,0,2,0,0,2,1,7,0,0,0.01732758,0.0958,2,0,0.0,0,0,0,0,0,0,0,,8,57.14285714,0,0,0,7,0,1,0,0,38,0,0,0,0,0,0.0,0,0,0,0,14,1,0,6.6,0,0,0,0,0,0,0,0.0,0.0,0,0,3,0,1,5,83.33333333,0,0,0.0,1,6,2,8,53.33333333,2,12,4,16,3,0,34,3,0
Beto,Everton,F,0,0.0,40,0,0.0,65,37,102,60.35502959,79,46.19883041,92,31,1,25,1,8,8,0,32,21,2,164,0,1,0.20447977,7.1656,28,0,18.75,6,7,14,13,1,6,0,,36,33.33333333,2,0,1,67,1,8,1,12,1241,7,0,0,0,0,0.0,0,0,0,0,180,7,0,6.58,0,3,0,0,0,0,0,206.8333333,0.0,0,31,1,11,13,11,30.55555556,14,3,21.42857143,8,36,2,115,41.21863799,0,115,54,169,32,2,449,11,2
Thierno Barry,Everton,F,1,33.33333333,76,1,33.33333333,130,59,189,60.38338658,110,46.0251046,129,31,0,28,2,9,7,0,20,18,10,207,0,0,0.40212842,6.1423,37,0,18.75,6,6,24,22,2,6,0,,18,18.75,1,0,1,124,5,9,2,19,1662,11,0,0,0,0,0.0,0,0,0,0,238,8,0,6.483870968,0,2,0,0,0,0,0,277.0,0.0,0,31,1,15,10,8,30.76923077,3,2,66.66666667,9,26,3,128,38.20895522,3,227,86,313,32,0,583,7,3
Tyrique George,Everton,F,2,66.66666667,27,0,0.0,37,17,54,77.14285714,1,50.0,1,9,0,9,0,1,0,0,0,7,1,21,0,1,0.12434987,0.4435,8,0,0.0,0,0,4,4,0,0,0,,6,23.07692308,0,0,0,16,1,0,0,1,264,2,0,0,0,0,0.0,0,0,0,0,38,4,0,6.45,0,0,0,0,0,0,0,0.0,0.0,0,4,1,2,3,3,42.85714286,2,2,100.0,0,7,3,7,25.0,4,49,21,70,5,0,114,1,2
Samuel Chukwueze,Fulham,F,7,24.13793103,94,14,73.68421053,137,92,229,72.92993631,6,40.0,9,17,4,46,4,2,5,0,9,12,5,45,0,1,2.96481143,1.8749,5,0,14.28571429,3,7,16,14,2,3,0,,33,47.82608696,0,0,3,85,6,18,3,7,805,3,0,0,0,0,0.0,0,0,0,0,154,7,0,7.0,0,0,0,0,0,0,0,268.3333333,0.0,0,14,7,10,6,17,53.125,6,4,66.66666667,18,32,29,39,46.42857143,19,204,110,314,21,1,485,10,0
Raúl Jiménez,Fulham,F,1,20.0,101,15,65.2173913,183,126,309,64.50939457,77,40.95744681,111,30,3,49,2,9,18,2,28,25,15,197,1,0,0.89899303,10.9614,41,0,14.0625,9,12,25,23,2,9,0,,70,44.87179487,4,0,2,170,8,22,0,25,1993,18,0,0,4,0,100.0,0,4,0,2,272,7,0,6.733333333,0,5,0,0,0,0,0,221.4444444,0.0,4,53,11,28,18,10,40.0,32,18,56.25,22,25,5,147,42.73255814,23,310,169,479,64,1,843,29,5
Rodrigo Muniz,Fulham,F,0,0.0,17,2,28.57142857,27,4,31,44.28571429,42,46.66666667,48,14,1,10,1,4,5,0,18,6,0,69,0,0,0.06003637,1.9389,11,0,4.761904762,1,2,9,9,0,1,0,,18,46.15384615,0,0,0,39,2,6,1,5,580,3,1,0,0,0,0.0,0,0,0,0,79,3,0,6.571428571,0,0,0,0,0,0,0,580.0,0.0,0,19,2,12,4,4,40.0,4,1,25.0,6,10,1,60,46.51162791,7,62,8,70,21,0,200,10,1
Jonah Kusi-Asare,Fulham,F,0,0.0,5,0,0.0,8,0,8,72.72727273,1,14.28571429,6,5,0,2,0,0,0,0,0,0,0,8,0,0,0.01080785,,3,0,0.0,0,0,2,2,0,0,0,,1,33.33333333,0,0,0,3,0,1,0,0,54,0,0,0,0,0,0.0,0,0,0,0,5,0,0,6.45,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,1,0,0,2,20.0,0,11,0,11,0,0,17,1,1
Danny Welbeck,Brighton &amp; Hove Albion,F,0,0.0,124,5,55.55555556,191,132,323,79.16666667,17,36.17021277,30,30,0,41,3,8,7,1,21,17,12,92,1,1,1.28737527,10.3551,23,1,27.90697674,12,12,22,17,5,10,2,,36,36.73469388,2,0,1,85,8,18,3,20,1826,4,0,0,3,0,33.33333333,0,1,0,0,163,10,0,6.716666667,0,7,0,0,0,0,0,152.1666667,50.0,2,33,10,16,20,8,40.0,20,11,55.0,18,20,2,53,36.55172414,9,264,144,408,43,1,642,8,5
Charalampos Kostoulas,Brighton &amp; Hove Albion,F,0,0.0,33,1,25.0,50,21,71,73.19587629,15,44.11764706,19,16,1,22,2,2,3,0,4,10,3,52,0,0,0.24313162,1.7236,6,0,13.33333333,2,3,7,6,1,2,0,,26,44.06779661,1,0,0,26,1,6,0,2,319,2,0,0,0,0,0.0,0,0,0,0,76,5,0,6.68,0,1,0,0,0,0,0,159.5,0.0,0,14,1,6,6,8,34.7826087,11,7,63.63636364,6,23,5,41,44.08602151,4,68,29,97,15,0,217,7,2
Stefanos Tzimas,Brighton &amp; Hove Albion,F,0,0.0,6,0,0.0,10,7,17,70.83333333,0,0.0,2,9,1,10,0,1,1,0,1,9,2,18,0,0,0.11832743,0.4624,4,0,25.0,1,2,2,2,0,1,0,,5,23.80952381,0,0,0,7,0,6,0,1,164,1,0,0,0,0,0.0,0,0,0,0,23,2,0,6.622222222,0,1,0,0,0,0,0,164.0,0.0,0,4,0,2,1,1,50.0,3,2,66.66666667,6,2,1,5,21.73913043,2,17,7,24,4,0,58,1,0
Bertrand Traoré,Sunderland,F,1,7.692307692,61,3,37.5,96,47,143,79.44444444,6,33.33333333,12,12,0,18,2,0,4,0,6,9,7,44,0,0,0.24192858,0.5182,11,0,7.692307692,1,1,9,7,2,1,0,,36,52.94117647,0,0,0,37,2,8,1,9,638,1,0,0,0,0,0.0,0,0,0,0,91,3,0,6.745454545,0,0,0,0,0,0,0,638.0,0.0,0,9,4,3,6,14,63.63636364,11,4,36.36363636,8,22,13,42,48.8372093,8,124,56,180,13,0,318,11,1
Brian Brobbey,Sunderland,F,0,0.0,57,1,33.33333333,92,40,132,69.84126984,51,45.13274336,62,24,1,36,2,7,5,0,8,21,3,110,0,0,0.47247249,3.8162,19,0,25.0,6,7,19,16,3,6,0,,33,40.74074074,2,0,1,57,0,10,1,15,1381,8,0,0,0,1,0.0,0,0,0,1,130,4,0,6.658333333,0,3,0,0,0,0,0,230.1666667,0.0,0,23,1,7,12,2,25.0,7,1,14.28571429,10,8,1,84,43.29896907,3,138,51,189,24,2,373,25,4
Wilson Isidor,Sunderland,F,0,0.0,29,0,0.0,41,20,61,57.00934579,22,26.82926829,60,26,0,19,0,2,11,1,15,14,5,104,0,0,0.18955727,3.7419,13,0,10.52631579,4,4,15,12,3,4,0,,19,30.15873016,1,0,0,46,0,0,0,11,1073,11,0,0,0,0,0.0,0,0,0,0,93,3,0,6.575,0,3,0,0,0,0,0,268.25,0.0,0,35,3,13,14,6,30.0,9,6,66.66666667,0,20,0,41,28.27586207,5,80,27,107,38,0,249,4,1
Eliezer Mayenda,Sunderland,F,0,0.0,22,1,33.33333333,43,13,56,65.88235294,15,34.09090909,29,19,0,14,2,1,5,1,5,21,3,80,0,0,0.21361966,2.145,6,0,15.38461538,2,2,9,8,1,2,0,,27,34.61538462,1,0,0,29,1,4,1,8,769,3,0,0,0,0,0.0,0,0,0,0,100,2,0,6.517647059,0,0,0,0,0,0,0,384.5,0.0,0,11,2,2,6,11,34.375,5,1,20.0,4,32,1,42,34.42622951,3,72,13,85,13,0,228,11,0
Romaine Mundle,Sunderland,F,2,18.18181818,32,2,50.0,59,30,89,85.57692308,5,62.5,3,14,0,22,0,1,2,0,6,14,7,39,0,0,0.4741025,0.8612,7,0,0.0,0,0,11,10,1,0,0,,19,34.54545455,0,0,0,15,1,1,0,2,412,0,0,0,0,0,0.0,0,0,0,0,64,3,0,6.5,0,0,0,0,0,0,0,0.0,0.0,0,5,2,3,2,7,46.66666667,5,5,100.0,1,15,11,24,38.0952381,4,67,37,104,7,0,208,8,1
Anthony Gordon,Newcastle United,F,15,21.42857143,196,17,70.83333333,293,111,404,82.28105906,8,23.52941176,26,25,2,55,5,9,10,2,13,25,12,109,1,1,3.3390179,8.7886,13,0,12.76595745,6,8,28,23,5,6,0,,89,51.74418605,0,0,2,87,3,26,0,23,1746,5,0,0,3,0,100.0,0,3,0,1,249,10,0,7.070833333,1,6,0,0,0,0,0,291.0,0.0,0,31,16,17,20,33,49.25373134,19,13,68.42105263,26,67,70,97,47.08737864,24,365,126,491,47,2,899,37,3
Jacob Murphy,Newcastle United,F,21,20.38834951,135,15,55.55555556,214,70,284,73.19587629,5,33.33333333,10,26,1,37,9,3,12,1,13,12,19,59,0,1,2.48787359,2.9952,5,0,7.894736842,3,4,14,11,3,2,1,,38,43.67816092,0,0,1,104,2,18,0,14,1255,5,0,0,0,1,0.0,0,0,0,0,242,6,0,6.784615385,0,3,0,0,0,0,0,418.3333333,0.0,0,19,19,14,12,18,56.25,13,10,76.92307692,18,32,103,43,42.15686275,27,294,94,388,38,0,705,7,1
Harvey Barnes,Newcastle United,F,13,19.40298507,195,6,42.85714286,293,94,387,80.45738046,4,28.57142857,10,30,0,56,3,9,16,3,15,20,10,79,0,1,2.18764174,6.1598,15,0,10.0,5,5,24,20,4,4,1,,42,37.83783784,0,0,1,94,3,19,2,17,1657,3,0,1,0,0,0.0,0,0,0,0,239,7,0,6.751724138,0,3,0,0,0,0,0,331.4,0.0,0,32,18,16,18,11,28.94736842,12,5,41.66666667,18,38,67,46,36.8,14,373,108,481,50,2,788,19,1
Nick Woltemade,Newcastle United,F,0,0.0,82,7,53.84615385,147,77,224,74.17218543,34,39.08045977,53,27,3,43,3,6,8,1,21,37,10,134,0,0,0.85605131,6.3939,18,0,22.58064516,7,10,26,22,4,7,0,,52,39.09774436,2,0,2,78,4,14,0,21,1681,8,1,0,1,0,100.0,0,1,0,0,183,8,0,6.659259259,0,5,0,0,0,0,0,240.1428571,0.0,0,29,2,11,12,12,40.0,22,11,50.0,14,30,3,86,39.09090909,13,214,88,302,31,0,567,18,0
Anthony Elanga,Newcastle United,F,12,15.78947368,142,5,55.55555556,232,85,317,82.12435233,12,36.36363636,21,27,1,29,2,1,5,0,5,15,9,79,0,0,1.6969128,1.4632,8,0,0.0,0,1,26,25,1,0,0,,47,44.76190476,0,0,0,69,3,15,0,13,1226,2,0,0,0,0,0.0,0,0,0,0,223,2,0,6.603703704,0,0,0,0,0,0,0,0.0,0.0,0,11,5,7,4,11,28.94736842,14,11,78.57142857,15,38,76,59,42.75362319,9,284,102,386,16,0,663,22,0
